filename,nearest_region,poverty_level
10.411897452105976_9.487735336618007_10.3669816879_9.50270725802.png,Plateau,30-40
10.411897452105976_9.50270725802_10.3669816879_9.50270725802.png,Plateau,30-40
10.411897452105976_9.547623022225975_10.3669816879_9.50270725802.png,Plateau,30-40
8.701375911974024_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.716347833376016_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.731319754778008_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.731319754778008_9.593198625528007_8.74629167618_9.60817054693.png,Plateau,30-40
8.74629167618_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.74629167618_9.593198625528007_8.74629167618_9.60817054693.png,Plateau,30-40
8.74629167618_9.653086311135976_8.74629167618_9.60817054693.png,Plateau,30-40
8.761263597581992_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.761263597581992_9.593198625528007_8.74629167618_9.60817054693.png,Plateau,30-40
8.776235518983984_9.578226704126015_8.74629167618_9.60817054693.png,Plateau,30-40
8.776235518983984_9.593198625528007_8.74629167618_9.60817054693.png,Plateau,30-40
8.791207440385977_9.60817054693_8.74629167618_9.60817054693.png,Plateau,30-40
8.791207440385977_9.653086311135976_8.74629167618_9.60817054693.png,Plateau,30-40
9.009691403184023_9.597610285676016_9.05460716739_9.62755412848.png,Plateau,30-40
9.009691403184023_9.642526049881992_9.05460716739_9.62755412848.png,Plateau,30-40
9.024663324586015_9.597610285676016_9.05460716739_9.62755412848.png,Plateau,30-40
9.024663324586015_9.612582207078008_9.05460716739_9.62755412848.png,Plateau,30-40
9.024663324586015_9.657497971283984_9.05460716739_9.62755412848.png,Plateau,30-40
9.038334325024023_9.875452234539999_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.038334325024023_9.905396077343983_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.038334325024023_9.920367998745975_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.039635245988007_9.612582207078008_9.05460716739_9.62755412848.png,Plateau,30-40
9.039635245988007_9.62755412848_9.05460716739_9.62755412848.png,Plateau,30-40
9.053306246426015_9.830536470334023_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.053306246426015_9.890424155941991_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.053306246426015_9.905396077343983_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.053306246426015_9.920367998745975_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.05460716739_9.582638364274024_9.05460716739_9.62755412848.png,Plateau,30-40
9.068278167828007_9.905396077343983_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.069579088791992_9.597610285676016_9.05460716739_9.62755412848.png,Plateau,30-40
9.069579088791992_9.672469892685976_9.05460716739_9.62755412848.png,Plateau,30-40
9.083250089229999_9.860480313138007_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.084551010193984_9.672469892685976_9.05460716739_9.62755412848.png,Plateau,30-40
9.093112038674024_8.720822914456017_9.13802780288_8.750766757260001.png,Plateau,30-40
9.093112038674024_8.780710600063985_9.13802780288_8.750766757260001.png,Plateau,30-40
9.098834207446016_8.940462993958008_9.12877805025_8.95543491536.png,Plateau,30-40
9.099522931595976_9.582638364274024_9.05460716739_9.62755412848.png,Plateau,30-40
9.099522931595976_9.657497971283984_9.05460716739_9.62755412848.png,Plateau,30-40
9.108083960076016_8.735794835858009_9.13802780288_8.750766757260001.png,Plateau,30-40
9.108083960076016_8.765738678661993_9.13802780288_8.750766757260001.png,Plateau,30-40
9.108083960076016_8.780710600063985_9.13802780288_8.750766757260001.png,Plateau,30-40
9.113193932033983_9.860480313138007_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.113806128848008_8.970406836761992_9.12877805025_8.95543491536.png,Plateau,30-40
9.123055881478008_8.750766757260001_9.13802780288_8.750766757260001.png,Plateau,30-40
9.128165853435975_9.845508391736015_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.128165853435975_9.875452234539999_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.128165853435975_9.905396077343983_9.083250089229999_9.875452234539999.png,Plateau,30-40
9.12877805025_8.910519151154023_9.12877805025_8.95543491536.png,Plateau,30-40
9.12877805025_8.970406836761992_9.12877805025_8.95543491536.png,Plateau,30-40
9.12877805025_9.000350679565976_9.12877805025_8.95543491536.png,Plateau,30-40
9.143749971651992_8.910519151154023_9.12877805025_8.95543491536.png,Plateau,30-40
9.143749971651992_8.940462993958008_9.12877805025_8.95543491536.png,Plateau,30-40
9.143749971651992_8.985378758163984_9.12877805025_8.95543491536.png,Plateau,30-40
9.158721893053984_8.910519151154023_9.12877805025_8.95543491536.png,Plateau,30-40
9.164621487174024_8.488862338771993_9.20953725138_8.47389041737.png,Plateau,30-40
9.167971645683984_8.735794835858009_9.13802780288_8.750766757260001.png,Plateau,30-40
9.167971645683984_8.765738678661993_9.13802780288_8.750766757260001.png,Plateau,30-40
9.167971645683984_8.780710600063985_9.13802780288_8.750766757260001.png,Plateau,30-40
9.173693814455977_8.95543491536_9.12877805025_8.95543491536.png,Plateau,30-40
9.173693814455977_8.985378758163984_9.12877805025_8.95543491536.png,Plateau,30-40
9.173693814455977_9.000350679565976_9.12877805025_8.95543491536.png,Plateau,30-40
9.179593408576016_8.518806181575977_9.20953725138_8.47389041737.png,Plateau,30-40
9.182943567085976_8.705850993054025_9.13802780288_8.750766757260001.png,Plateau,30-40
9.182943567085976_8.780710600063985_9.13802780288_8.750766757260001.png,Plateau,30-40
9.20953725138_8.518806181575977_9.20953725138_8.47389041737.png,Plateau,30-40
9.224509172781993_8.503834260173985_9.20953725138_8.47389041737.png,Plateau,30-40
9.230310466354023_9.806280073930001_9.27522623056_9.806280073930001.png,Plateau,30-40
9.239481094183985_8.458918495968009_9.20953725138_8.47389041737.png,Plateau,30-40
9.239481094183985_8.503834260173985_9.20953725138_8.47389041737.png,Plateau,30-40
9.239481094183985_8.518806181575977_9.20953725138_8.47389041737.png,Plateau,30-40
9.245282387756015_9.806280073930001_9.27522623056_9.806280073930001.png,Plateau,30-40
9.245282387756015_9.851195838135977_9.27522623056_9.806280073930001.png,Plateau,30-40
9.254453015585977_8.488862338771993_9.20953725138_8.47389041737.png,Plateau,30-40
9.260254309158007_9.836223916733985_9.27522623056_9.806280073930001.png,Plateau,30-40
9.358670611896017_9.482257392063984_9.3886144547_9.45231354926.png,Plateau,30-40
9.372784502064023_9.055118751358009_9.41770026627_9.070090672760001.png,Plateau,30-40
9.372784502064023_9.070090672760001_9.41770026627_9.070090672760001.png,Plateau,30-40
9.373642533298009_9.422369706456015_9.3886144547_9.45231354926.png,Plateau,30-40
9.373642533298009_9.482257392063984_9.3886144547_9.45231354926.png,Plateau,30-40
9.387756423466016_9.100034515563985_9.41770026627_9.070090672760001.png,Plateau,30-40
9.387756423466016_9.115006436965977_9.41770026627_9.070090672760001.png,Plateau,30-40
9.3886144547_9.407397785054023_9.3886144547_9.45231354926.png,Plateau,30-40
9.3886144547_9.45231354926_9.3886144547_9.45231354926.png,Plateau,30-40
9.402728344868008_9.025174908554025_9.41770026627_9.070090672760001.png,Plateau,30-40
9.402728344868008_9.085062594161993_9.41770026627_9.070090672760001.png,Plateau,30-40
9.403586376101993_9.497229313465976_9.3886144547_9.45231354926.png,Plateau,30-40
9.41770026627_9.040146829956017_9.41770026627_9.070090672760001.png,Plateau,30-40
9.41770026627_9.070090672760001_9.41770026627_9.070090672760001.png,Plateau,30-40
9.41770026627_9.115006436965977_9.41770026627_9.070090672760001.png,Plateau,30-40
9.418558297503985_9.467285470661992_9.3886144547_9.45231354926.png,Plateau,30-40
9.418558297503985_9.482257392063984_9.3886144547_9.45231354926.png,Plateau,30-40
9.432672187671992_9.070090672760001_9.41770026627_9.070090672760001.png,Plateau,30-40
9.433530218905977_9.407397785054023_9.3886144547_9.45231354926.png,Plateau,30-40
9.433530218905977_9.422369706456015_9.3886144547_9.45231354926.png,Plateau,30-40
9.433530218905977_9.437341627858007_9.3886144547_9.45231354926.png,Plateau,30-40
9.433530218905977_9.482257392063984_9.3886144547_9.45231354926.png,Plateau,30-40
9.433530218905977_9.497229313465976_9.3886144547_9.45231354926.png,Plateau,30-40
9.447644109073984_9.055118751358009_9.41770026627_9.070090672760001.png,Plateau,30-40
9.462616030475976_9.040146829956017_9.41770026627_9.070090672760001.png,Plateau,30-40
9.565112867944023_8.908918457473984_9.61002863215_8.87897461467.png,Plateau,30-40
9.580084789346015_8.849030771866015_9.61002863215_8.87897461467.png,Plateau,30-40
9.580084789346015_8.864002693268008_9.61002863215_8.87897461467.png,Plateau,30-40
9.580084789346015_8.87897461467_9.61002863215_8.87897461467.png,Plateau,30-40
9.580084789346015_8.893946536071992_9.61002863215_8.87897461467.png,Plateau,30-40
9.603998132384024_8.735700306024023_9.64891389659_8.78061607023.png,Plateau,30-40
9.603998132384024_8.765644148828008_9.64891389659_8.78061607023.png,Plateau,30-40
9.603998132384024_8.795587991631992_9.64891389659_8.78061607023.png,Plateau,30-40
9.61002863215_8.834058850464023_9.61002863215_8.87897461467.png,Plateau,30-40
9.61002863215_8.849030771866015_9.61002863215_8.87897461467.png,Plateau,30-40
9.61002863215_8.893946536071992_9.61002863215_8.87897461467.png,Plateau,30-40
9.618970053786017_8.735700306024023_9.64891389659_8.78061607023.png,Plateau,30-40
9.618970053786017_8.795587991631992_9.64891389659_8.78061607023.png,Plateau,30-40
9.618970053786017_8.825531834435976_9.64891389659_8.78061607023.png,Plateau,30-40
9.625000553551992_8.864002693268008_9.61002863215_8.87897461467.png,Plateau,30-40
9.633941975188009_8.795587991631992_9.64891389659_8.78061607023.png,Plateau,30-40
9.639972474953984_8.864002693268008_9.61002863215_8.87897461467.png,Plateau,30-40
9.639972474953984_8.893946536071992_9.61002863215_8.87897461467.png,Plateau,30-40
9.64891389659_8.795587991631992_9.64891389659_8.78061607023.png,Plateau,30-40
9.64891389659_8.825531834435976_9.64891389659_8.78061607023.png,Plateau,30-40
9.654944396355976_8.923890378875976_9.61002863215_8.87897461467.png,Plateau,30-40
9.663885817991993_8.750672227426016_9.64891389659_8.78061607023.png,Plateau,30-40
9.693829660795977_8.765644148828008_9.64891389659_8.78061607023.png,Plateau,30-40
9.693829660795977_8.78061607023_9.64891389659_8.78061607023.png,Plateau,30-40
9.697468296084024_8.433194291316015_9.74238406029_8.46313813412.png,Plateau,30-40
9.697468296084024_8.508053898325976_9.74238406029_8.46313813412.png,Plateau,30-40
9.712440217486016_8.46313813412_9.74238406029_8.46313813412.png,Plateau,30-40
9.727412138888008_8.493081976923984_9.74238406029_8.46313813412.png,Plateau,30-40
9.74238406029_8.418222369914023_9.74238406029_8.46313813412.png,Plateau,30-40
9.74238406029_8.433194291316015_9.74238406029_8.46313813412.png,Plateau,30-40
9.757355981691992_8.448166212718007_9.74238406029_8.46313813412.png,Plateau,30-40
9.772327903093984_8.418222369914023_9.74238406029_8.46313813412.png,Plateau,30-40
9.772327903093984_8.433194291316015_9.74238406029_8.46313813412.png,Plateau,30-40
9.772327903093984_8.508053898325976_9.74238406029_8.46313813412.png,Plateau,30-40
9.787299824495976_8.46313813412_9.74238406029_8.46313813412.png,Plateau,30-40
9.787299824495976_8.493081976923984_9.74238406029_8.46313813412.png,Plateau,30-40
9.848197876954025_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.848197876954025_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.854423218127863_8.826509085804842_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.863169798356017_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.867295257435254_8.906895087798317_9.893113641160001_8.86683118559.png,Plateau,30-40
9.871811752984023_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.871811752984023_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.878141719758009_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.878141719758009_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.886783674386015_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.886783674386015_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.888713619394023_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.888713619394023_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.893113641160001_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.893113641160001_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.901755595788007_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.901755595788007_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.903685540796015_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.903685540796015_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.908085562561993_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.908085562561993_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.90858875848692_8.850704711686163_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.91672751719_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.918657462198007_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.918657462198007_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.923057483963985_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.923057483963985_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.924090040342643_8.930875110428113_9.91672751719_8.88729172616.png,Plateau,30-40
9.92916536883548_8.884613062505391_9.9336293836_8.92009305242.png,Plateau,30-40
9.931699438591991_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.931699438591991_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.9336293836_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.9336293836_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.938029405365977_8.821915421384023_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.836887342786016_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.851859264188008_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.86683118559_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.881803106991992_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.896775028393984_9.893113641160001_8.86683118559.png,Plateau,30-40
9.938029405365977_8.911746949795976_9.893113641160001_8.86683118559.png,Plateau,30-40
9.946671359993983_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.946671359993983_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.948601305001992_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.948601305001992_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.957955887194023_8.833083927184022_10.0028716514_8.877999691389999.png,Plateau,30-40
9.957955887194023_8.922915455595975_10.0028716514_8.877999691389999.png,Plateau,30-40
9.961643281395975_8.842375961954025_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.857347883356017_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.872319804758009_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.88729172616_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.902263647561993_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.917235568963985_9.91672751719_8.88729172616.png,Plateau,30-40
9.961643281395975_8.932207490365977_9.91672751719_8.88729172616.png,Plateau,30-40
9.963573226403984_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.963573226403984_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.972927808596015_8.877999691389999_10.0028716514_8.877999691389999.png,Plateau,30-40
9.974417730165014_8.929328013078052_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.875177288214024_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.890149209616016_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.905121131018008_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.92009305242_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.935064973821992_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.950036895223985_9.9336293836_8.92009305242.png,Plateau,30-40
9.978545147805976_8.965008816625977_9.9336293836_8.92009305242.png,Plateau,30-40
9.987899729998007_8.848055848586014_10.0028716514_8.877999691389999.png,Plateau,30-40
9.987899729998007_8.89297161279199_10.0028716514_8.877999691389999.png,Plateau,30-40
10.014500853594024_8.537961383428009_10.0594166178_8.55293330483.png,Taraba,30-40
10.029472774996016_8.508017540624024_10.0594166178_8.55293330483.png,Taraba,30-40
10.029472774996016_8.55293330483_10.0594166178_8.55293330483.png,Taraba,30-40
